timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673600416986,16,Appointment1,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,16,0,0
1673600416995,9,Appointment4,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,8,0,0
1673600416995,12,Appointment1-2,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,8,0,0
1673600416995,12,Appointment4,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,12,0,0
1673600416995,14,GetCalendar,200,OK,Users 1-6,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600416995,15,GetCalendar,200,OK,Users 1-3,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600416995,18,Appointment4,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,18,0,0
1673600417001,13,Appointment1,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,13,0,0
1673600417003,11,Appointment1-2,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600416995,19,Appointment3,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,19,0,0
1673600417003,11,Appointment1-2,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417004,12,GetCalendar,200,OK,Users 1-4,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,11,0,0
1673600417014,6,Appointment4,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,6,0,0
1673600417014,6,Appointment1-2,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,6,0,0
1673600417007,14,Appointment2,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,13,0,0
1673600417010,11,Appointment1,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417014,11,Appointment2,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,10,0,0
1673600417008,18,GetCalendar,200,OK,Users 1-7,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,17,0,0
1673600417014,12,Appointment2,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,12,0,0
1673600417010,18,Appointment1,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,18,0,0
1673600417021,10,Appointment1-2,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417021,10,Appointment3,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,10,0,0
1673600417014,17,GetCalendar,200,OK,Users 1-8,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,16,0,0
1673600417016,19,Appointment1,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417026,11,Appointment3,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,11,0,0
1673600417026,11,Appointment1,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417028,9,Appointment1-2,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,9,0,0
1673600417025,13,Appointment3,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,13,0,0
1673600417021,18,GetCalendar,200,OK,Users 1-5,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,17,0,0
1673600417021,20,Appointment2,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,20,0,0
1673600417031,10,Appointment2,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,10,0,0
1673600417031,14,Appointment4,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,14,0,0
1673600417038,7,Appointment4,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,7,0,0
1673600417037,8,Appointment4,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,8,0,0
1673600417037,9,Appointment1-2,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,8,0,0
1673600417038,8,Appointment2,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,8,0,0
1673600417039,12,Appointment1,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,12,0,0
1673600417035,17,Appointment1-2,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,17,0,0
1673600417031,26,Appointment1,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,26,0,0
1673600417046,11,Appointment2,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,11,0,0
1673600417041,16,Appointment3,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,16,0,0
1673600417041,17,Appointment3,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,17,0,0
1673600417046,13,GetCalendar,200,OK,Users 1-10,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,12,0,0
1673600417046,14,GetCalendar,200,OK,Users 1-9,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600417046,18,Appointment3,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,17,0,0
1673600417059,7,Appointment4,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,7,0,0
1673600417051,15,Appointment1-2,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,15,0,0
1673600417053,13,Appointment2,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,13,0,0
1673600417046,22,GetCalendar,200,OK,Users 1-2,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,20,0,0
1673600417057,13,Appointment4,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,12,0,0
1673600417059,11,Appointment1,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417060,12,Appointment1,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417057,17,Appointment1-2,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,17,0,0
1673600417057,17,Appointment3,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,17,0,0
1673600417066,9,Appointment2,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,9,0,0
1673600417066,14,GetCalendar,200,OK,Users 1-1,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600417064,17,Appointment4,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,17,0,0
1673600417070,11,Appointment1-2,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417066,15,Appointment3,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,15,0,0
1673600417068,17,Appointment1,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,17,0,0
1673600417070,15,GetCalendar,200,OK,Users 1-6,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,14,0,0
1673600417074,13,Appointment2,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,13,0,0
1673600417072,15,Appointment1-2,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,15,0,0
1673600417076,11,Appointment3,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,11,0,0
1673600417075,14,Appointment4,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,13,0,0
1673600417081,11,Appointment4,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,11,0,0
1673600417080,15,Appointment1,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,15,0,0
1673600417085,10,Appointment1-2,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417082,15,GetCalendar,200,OK,Users 1-3,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,14,0,0
1673600417087,12,Appointment3,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,11,0,0
1673600417087,12,Appointment4,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,12,0,0
1673600417081,18,Appointment2,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,18,0,0
1673600417087,14,Appointment2,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,14,0,0
1673600417086,20,Appointment1,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,19,0,0
1673600417092,14,GetCalendar,200,OK,Users 1-4,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600417089,17,GetCalendar,200,OK,Users 1-7,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,16,0,0
1673600417097,10,Appointment1,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417096,12,Appointment2,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,9,0,0
1673600417099,10,Appointment3,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,10,0,0
1673600417099,13,Appointment4,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,13,0,0
1673600417107,8,Appointment1-2,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,8,0,0
1673600417099,17,GetCalendar,200,OK,Users 1-5,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,16,0,0
1673600417107,10,Appointment1,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417096,21,Appointment1-2,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,21,0,0
1673600417101,16,Appointment3,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,16,0,0
1673600417110,7,Appointment4,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,7,0,0
1673600417107,10,Appointment1,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417106,11,Appointment1-2,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417109,11,Appointment3,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,11,0,0
1673600417117,8,Appointment1,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,8,0,0
1673600417118,7,Appointment1-2,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,7,0,0
1673600417115,10,Appointment2,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,10,0,0
1673600417118,7,Appointment4,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,7,0,0
1673600417112,14,GetCalendar,200,OK,Users 1-8,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600417118,9,Appointment1-2,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,9,0,0
1673600417118,13,Appointment2,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,13,0,0
1673600417120,11,Appointment4,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,11,0,0
1673600417118,13,Appointment2,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,13,0,0
1673600417118,13,GetCalendar,200,OK,Users 1-10,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,12,0,0
1673600417125,10,Appointment3,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,10,0,0
1673600417127,9,Appointment1,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,9,0,0
1673600417128,8,Appointment2,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,8,0,0
1673600417125,11,Appointment2,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,11,0,0
1673600417125,18,GetCalendar,200,OK,Users 1-9,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,16,0,0
1673600417125,18,Appointment1-2,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,17,0,0
1673600417132,22,GetCalendar,200,OK,Users 1-2,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,21,0,0
1673600417136,21,Appointment1-2,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,21,0,0
1673600417136,21,Appointment3,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,21,0,0
1673600417132,25,Appointment1,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,25,0,0
1673600417136,21,Appointment4,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,21,0,0
1673600417143,14,Appointment1,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,14,0,0
1673600417132,25,Appointment3,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,25,0,0
1673600417136,21,Appointment3,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,21,0,0
1673600417143,14,Appointment2,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,14,0,0
1673600417132,25,Appointment3,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,25,0,0
1673600417155,11,Appointment1,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417157,9,Appointment4,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,9,0,0
1673600417157,9,Appointment4,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,9,0,0
1673600417157,9,Appointment2,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,9,0,0
1673600417157,9,Appointment3,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,9,0,0
1673600417157,10,Appointment1-2,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,9,0,0
1673600417157,10,Appointment1-2,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417157,11,Appointment4,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,11,0,0
1673600417157,12,GetCalendar,200,OK,Users 1-3,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,11,0,0
1673600417157,12,Appointment4,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,12,0,0
1673600417169,11,Appointment1,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,11,0,0
1673600417166,14,Appointment1-2,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,14,0,0
1673600417166,14,Appointment4,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,14,0,0
1673600417166,15,Appointment3,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,14,0,0
1673600417167,14,Appointment2,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,13,0,0
1673600417166,16,GetCalendar,200,OK,Users 1-7,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,15,0,0
1673600417166,16,GetCalendar,200,OK,Users 1-6,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,15,0,0
1673600417167,16,Appointment2,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,16,0,0
1673600417169,14,GetCalendar,200,OK,Users 1-1,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,13,0,0
1673600417169,17,GetCalendar,200,OK,Users 1-4,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,16,0,0
1673600417181,10,Appointment4,409,Conflict,Users 1-8,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,10,0,0
1673600417181,10,Appointment1-2,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,10,0,0
1673600417181,12,GetCalendar,200,OK,Users 1-5,text,true,,8782,149,10,10,https://localhost:55451/Booking/GetConsultantCalendar,11,0,0
1673600417183,13,Appointment3,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,13,0,0
1673600417182,17,Appointment1,409,Conflict,Users 1-6,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,17,0,0
1673600417181,18,Appointment3,409,Conflict,Users 1-9,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/3,18,0,0
1673600417182,17,Appointment1,409,Conflict,Users 1-7,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,17,0,0
1673600417187,14,Appointment1,409,Conflict,Users 1-4,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,13,0,0
1673600417183,19,Appointment1,409,Conflict,Users 1-1,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,19,0,0
1673600417191,12,Appointment2,409,Conflict,Users 1-3,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,11,0,0
1673600417193,12,Appointment1,409,Conflict,Users 1-5,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/1,9,0,0
1673600417197,8,Appointment4,409,Conflict,Users 1-10,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/4,8,0,0
1673600417181,25,Appointment2,409,Conflict,Users 1-2,text,false,,209,232,10,10,https://localhost:55451/Booking/ConfirmAppointment/2,25,0,0
